Q49481,"Sergei Prokofiev",1891-03-23T00:00:00Z,1953-03-05T00:00:00Z,"Modernism",2022-05-15T17:41:25+00:00
Q3595650,"Ravi",1926-03-03T00:00:00Z,2012-03-07T00:00:00Z,"Contemporary",2022-05-15T17:38:51+00:00
Q596717,"Phil Harris",1904-06-24T00:00:00Z,1995-08-11T00:00:00Z,"Modernism",2022-05-15T17:36:52+00:00
Q255,"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical",2022-05-15T17:29:54+00:00
Q1178,"Maurice Ravel",1875-03-07T00:00:00Z,1937-12-28T00:00:00Z,"Modernism",2022-05-15T17:20:03+00:00
Q83326,"Béla Bartók",1881-03-25T00:00:00Z,1945-09-26T00:00:00Z,"Modernism",2022-05-15T17:17:10+00:00
Q315417,"Lee "Scratch" Perry",1936-03-20T00:00:00Z,2021-08-29T00:00:00Z,"Contemporary",2022-05-15T17:12:58+00:00
Q1988819,"Colleen",1976-05-11T00:00:00Z,None,"Contemporary",2022-05-15T17:10:29+00:00
Q80135,"Dmitri Shostakovich",1906-09-25T00:00:00Z,1975-08-09T00:00:00Z,"Modernism",2022-05-15T17:07:07+00:00
Q739650,"Porl Thompson",1957-11-08T00:00:00Z,None,"Contemporary",2022-05-15T17:01:26+00:00
Q91573,"Hauschka",1966-01-01T00:00:00Z,None,"Contemporary",2022-05-15T16:57:58+00:00
Q216870,"Samuel Barber",1910-03-09T00:00:00Z,1981-01-23T00:00:00Z,"Modernism",2022-05-15T16:55:26+00:00
Q80621,"Edvard Grieg",1843-06-15T00:00:00Z,1907-09-04T00:00:00Z,"Romantic",2022-05-15T16:50:00+00:00
Q5367847,"Elton Hayes",1915-02-16T00:00:00Z,2001-09-23T00:00:00Z,"Modernism",2022-05-15T16:40:37+00:00
Q1339,"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque",2022-05-15T16:36:20+00:00
Q150767,"Benjamin Britten",1913-11-22T00:00:00Z,1976-12-04T00:00:00Z,"Modernism",2022-05-15T16:34:08+00:00
Q1268,"Frédéric Chopin",1810-02-22T00:00:00Z,1849-10-17T00:00:00Z,"Romantic",2022-05-15T16:32:06+00:00
Q93341,"Miles Davis",1926-05-26T00:00:00Z,1991-09-28T00:00:00Z,"Modernism",2022-05-15T15:57:28+00:00
Q1738588,"Ken Colyer",1928-04-18T00:00:00Z,1988-03-08T00:00:00Z,"Modernism",2022-05-15T15:50:11+00:00
Q109612,"Thelonious Monk",1917-10-10T00:00:00Z,1982-02-17T00:00:00Z,"Modernism",2022-05-15T15:09:49+00:00
Q75854,"Georg Philipp Telemann",1681-03-24T00:00:00Z,1767-06-25T00:00:00Z,"Baroque",2022-05-15T13:43:34+00:00
Q1339,"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque",2022-05-15T13:41:21+00:00
Q50186,"François Couperin",1668-12-10T00:00:00Z,1733-10-11T00:00:00Z,"Baroque",2022-05-15T13:27:10+00:00
Q50186,"François Couperin",1668-12-10T00:00:00Z,1733-10-11T00:00:00Z,"Baroque",2022-05-15T13:19:36+00:00
Q50186,"François Couperin",1668-12-10T00:00:00Z,1733-10-11T00:00:00Z,"Baroque",2022-05-15T13:17:45+00:00
Q50186,"François Couperin",1668-12-10T00:00:00Z,1733-10-11T00:00:00Z,"Baroque",2022-05-15T13:15:20+00:00
Q1192,"Jean-Baptiste Lully",1632-11-28T00:00:00Z,1687-03-22T00:00:00Z,"Baroque",2022-05-15T13:10:25+00:00
Q164475,"Arcangelo Corelli",1653-02-17T00:00:00Z,1713-01-13T00:00:00Z,"Baroque",2022-05-15T13:04:11+00:00
Q5859820,"Trad Montana",1977-01-01T00:00:00Z,None,"Contemporary",2022-05-15T11:55:21+00:00
Q1200639,"Henry Bishop",1787-11-18T00:00:00Z,1855-04-30T00:00:00Z,"Romantic",2022-05-15T11:13:05+00:00
Q41309,"Franz Liszt",1811-10-22T00:00:00Z,1886-07-31T00:00:00Z,"Romantic",2022-05-15T10:52:11+00:00
Q1339,"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque",2022-05-15T10:43:00+00:00
Q350704,"Max Steiner",1888-05-10T00:00:00Z,1971-12-28T00:00:00Z,"Modernism",2022-05-15T10:39:57+00:00
Q131861,"Sergei Rachmaninoff",1873-04-01T00:00:00Z,1943-03-28T00:00:00Z,"Modernism",2022-05-15T10:36:33+00:00
Q4160337,"Ruth Gipps",1921-02-20T00:00:00Z,1999-02-23T00:00:00Z,"Modernism",2022-05-15T10:14:20+00:00
Q66075,"Niccolò Paganini",1784-02-18T00:00:00Z,1840-05-17T00:00:00Z,"Romantic",2022-05-15T10:09:07+00:00
Q172505,"Astor Piazzolla",1921-03-11T00:00:00Z,1992-07-04T00:00:00Z,"Modernism",2022-05-15T10:03:58+00:00
Q348282,"Anatoly Lyadov",1855-05-11T00:00:00Z,1914-08-28T00:00:00Z,"Romantic",2022-05-15T09:54:32+00:00
Q254,"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical",2022-05-15T09:47:55+00:00
Q318840,"Hugo Alfvén",1872-05-01T00:00:00Z,1960-05-08T00:00:00Z,"Modernism",2022-05-15T09:43:22+00:00
Q208205,"Bill Evans",1929-08-16T00:00:00Z,1980-09-15T00:00:00Z,"Modernism",2022-05-15T09:36:04+00:00
Q1157173,"Dag Wirén",1905-10-18T00:00:00Z,1986-04-19T00:00:00Z,"Modernism",2022-05-15T09:24:27+00:00
Q53068,"Claudio Monteverdi",1567-05-15T00:00:00Z,1643-11-29T00:00:00Z,"Baroque",2022-05-15T09:16:35+00:00
Q209212,"Girolamo Frescobaldi",1583-09-13T00:00:00Z,1643-03-01T00:00:00Z,"Baroque",2022-05-15T09:10:47+00:00
Q200867,"Gustav Holst",1874-09-21T00:00:00Z,1934-05-25T00:00:00Z,"Modernism",2022-05-15T09:07:02+00:00
Q207947,"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"Modernism",2022-05-15T09:05:28+00:00
Q1691004,"Joby Talbot",1971-08-25T00:00:00Z,None,"Contemporary",2022-05-15T08:52:00+00:00
Q1340,"Antonio Vivaldi",1678-03-04T00:00:00Z,1741-07-28T00:00:00Z,"Baroque",2022-05-15T08:44:40+00:00
Q369382,"Billy Mayerl",1902-05-31T00:00:00Z,1959-03-25T00:00:00Z,"Modernism",2022-05-15T08:41:11+00:00
Q189729,"Philip Glass",1937-01-31T00:00:00Z,None,"Modernism",2022-05-15T08:34:55+00:00
Q713025,"Gerald Finzi",1901-07-14T00:00:00Z,1956-09-27T00:00:00Z,"Modernism",2022-05-15T08:31:36+00:00
Q5983148,"Ian Venables",1955-01-01T00:00:00Z,None,"Contemporary",2022-05-15T08:28:49+00:00
Q311409,"Franz Danzi",1763-06-15T00:00:00Z,1826-04-13T00:00:00Z,"Classical",2022-05-15T08:12:02+00:00
Q236599,"Ethel Smyth",1858-04-22T00:00:00Z,1944-05-08T00:00:00Z,"Modernism",2022-05-15T08:05:35+00:00
Q34624,"Giovanni Gabrieli",1557-01-01T00:00:00Z,1612-08-12T00:00:00Z,"Renaissance",2022-05-15T08:01:38+00:00
Q191408,"Francis Poulenc",1899-01-07T00:00:00Z,1963-01-30T00:00:00Z,"Modernism",2022-05-15T07:55:39+00:00
Q53068,"Claudio Monteverdi",1567-05-15T00:00:00Z,1643-11-29T00:00:00Z,"Baroque",2022-05-15T07:52:47+00:00
Q434171,"Michael William Balfe",1808-05-15T00:00:00Z,1870-10-20T00:00:00Z,"Romantic",2022-05-15T07:45:42+00:00
Q7349,"Joseph Haydn",1732-03-31T00:00:00Z,1809-05-31T00:00:00Z,"Classical",2022-05-15T07:36:13+00:00
Q71526,"Clément Janequin",1472-01-01T00:00:00Z,1558-01-01T00:00:00Z,"Renaissance",2022-05-15T07:27:58+00:00
Q7315,"Pyotr Ilyich Tchaikovsky",1840-05-07T00:00:00Z,1893-11-06T00:00:00Z,"Romantic",2022-05-15T07:22:36+00:00
Q7312,"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic",2022-05-15T07:12:46+00:00
Q1339,"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque",2022-05-15T07:05:52+00:00
Q9726,"Gioacchino Rossini",1792-02-29T00:00:00Z,1868-11-13T00:00:00Z,"Romantic",2022-05-15T06:56:33+00:00
Q243837,"Ottorino Respighi",1879-06-09T00:00:00Z,1936-04-18T00:00:00Z,"Modernism",2022-05-15T06:47:20+00:00
Q255,"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical",2022-05-15T06:38:32+00:00
Q273213,"Elena Kats-Chernin",1957-11-04T00:00:00Z,None,"Contemporary",2022-05-15T06:32:59+00:00
Q207947,"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"Modernism",2022-05-15T06:29:01+00:00
Q75854,"Georg Philipp Telemann",1681-03-24T00:00:00Z,1767-06-25T00:00:00Z,"Baroque",2022-05-15T06:23:26+00:00
Q366636,"Frank Bridge",1879-02-26T00:00:00Z,1941-01-10T00:00:00Z,"Modernism",2022-05-15T06:18:23+00:00
Q366636,"Frank Bridge",1879-02-26T00:00:00Z,1941-01-10T00:00:00Z,"Modernism",2022-05-15T06:16:12+00:00
Q16105550,"Judith Margaret Bailey",1941-07-18T00:00:00Z,None,"Modernism",2022-05-15T06:07:22+00:00
