"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque music","Flute Sonata in E flat ma... ",Tue Apr 26 22:30:24 +0000 2022
"Caroline Shaw",1982-08-01T00:00:00Z,None,"None","The Beech Tree (Plan &amp; Elevation) ",Tue Apr 26 22:26:41 +0000 2022
"Adham Shaikh",1968-05-30T00:00:00Z,None,"None","Fibonacci Spiral Song adhamshaikh",Tue Apr 26 22:20:11 +0000 2022
"Ken Nordine",None,None,"None","Fibonacci Numbers ",Tue Apr 26 22:17:47 +0000 2022
"Mark-Anthony Turnage",1960-06-10T00:00:00Z,None,"None","Berceuse (Sleep On) turnagetime\, ",Tue Apr 26 22:12:45 +0000 2022
"Camille Saint-Saëns",1835-10-09T00:00:00Z,1921-12-16T00:00:00Z,"western classical music","Une Nuit a Lisbonne Op.63 ",Tue Apr 26 22:09:18 +0000 2022
"Harry Partch",1901-06-24T00:00:00Z,1974-09-03T00:00:00Z,"None","2 Studies on ancient Greek scales ",Tue Apr 26 22:05:40 +0000 2022
"Anouar Brahem Trio",None,None,"None","Astrakan café ",Tue Apr 26 22:00:32 +0000 2022
"Edward Elgar",1857-06-02T00:00:00Z,1934-02-23T00:00:00Z,"None","After many a dusty mi... ",Tue Apr 26 20:57:31 +0000 2022
"Edward Elgar",1857-06-02T00:00:00Z,1934-02-23T00:00:00Z,"None","The Wand of youth - suit... ",Tue Apr 26 20:37:15 +0000 2022
"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque music","Violin Concerto in A ... ",Tue Apr 26 20:23:26 +0000 2022
"Pippa Murphy",1972-01-01T00:00:00Z,None,"None","Sleep now ",Tue Apr 26 20:12:55 +0000 2022
"Pēteris Vasks",1946-04-16T00:00:00Z,None,"None","Distant light ",Tue Apr 26 19:42:25 +0000 2022
"Pippa Murphy",1972-01-01T00:00:00Z,None,"None","A love too loud ",Tue Apr 26 19:36:25 +0000 2022
"Einojuhani Rautavaara",1928-10-09T00:00:00Z,2016-07-27T00:00:00Z,"None","Cantus Arcticus\, Op. ... ",Tue Apr 26 19:15:33 +0000 2022
"Erkki-Sven Tüür",1959-10-16T00:00:00Z,None,"None","Insula deserta ",Tue Apr 26 19:05:33 +0000 2022
"Pippa Murphy",1972-01-01T00:00:00Z,None,"None","The night mare ",Tue Apr 26 18:58:38 +0000 2022
"Andrea Tarrodi",1981-10-09T00:00:00Z,None,"None","Birds of paradise ",Tue Apr 26 18:49:55 +0000 2022
"Pippa Murphy",1972-01-01T00:00:00Z,None,"None","You know where you are ",Tue Apr 26 18:43:36 +0000 2022
"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical period","Adagio (Symphony No. ... ",Tue Apr 26 18:33:47 +0000 2022
"Federico Mompou",1893-04-16T00:00:00Z,1987-06-30T00:00:00Z,"None","Cançons i danses (Excerpts): No. 6b\, Dansa. Ritmado [Arr. for Guitar] ",Tue Apr 26 18:23:45 +0000 2022
"Christoph Willibald von Gluck",1714-07-02T00:00:00Z,1787-11-15T00:00:00Z,"Classical period","Flute Concerto in G m... ",Tue Apr 26 18:19:33 +0000 2022
"Isaac Albéniz",1860-05-29T00:00:00Z,1909-05-18T00:00:00Z,"None","Serenata española Op.181 ",Tue Apr 26 18:15:50 +0000 2022
"SAULT",None,None,"None","Heart SAULTGLOBAL",Tue Apr 26 18:12:05 +0000 2022
"Nikolai Kapustin",1937-11-22T00:00:00Z,2020-07-02T00:00:00Z,"None","Pastoral\, Op 40 No 6 (E... ",Tue Apr 26 18:09:03 +0000 2022
"John Williams",1932-02-08T00:00:00Z,None,"None","Escapades - III. Joy Ride ",Tue Apr 26 18:03:44 +0000 2022
"Felix Mendelssohn",1809-02-03T00:00:00Z,1847-11-04T00:00:00Z,"Romantic music","String Quartet in E minor Op.44`2 (2nd mvt) ",Tue Apr 26 18:00:16 +0000 2022
"Leoš Janáček",1854-07-03T00:00:00Z,1928-08-12T00:00:00Z,"None","Come with us!; (from Book 1 of On an Overgrown Path) ",Tue Apr 26 17:58:30 +0000 2022
"William Byrd",1543-01-01T00:00:00Z,1623-07-04T00:00:00Z,"None","Ave verum corpus ",Tue Apr 26 17:53:54 +0000 2022
"César Franck",1822-12-10T00:00:00Z,1890-11-08T00:00:00Z,"None","Violin Sonata in A maj... ",Tue Apr 26 17:47:25 +0000 2022
"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical period","Symphony no.6 in F ma... ",Tue Apr 26 17:34:49 +0000 2022
"Anna Disley-Simpson",None,None,"None","Chrysalis ",Tue Apr 26 17:28:14 +0000 2022
"Antonio Vivaldi",1678-03-04T00:00:00Z,1741-07-28T00:00:00Z,"Baroque music","The Four Seasons; Win... ",Tue Apr 26 17:15:46 +0000 2022
"Benjamin Britten",1913-11-22T00:00:00Z,1976-12-04T00:00:00Z,"None","O Waly Waly ",Tue Apr 26 17:13:44 +0000 2022
"Edvard Grieg",1843-06-15T00:00:00Z,1907-09-04T00:00:00Z,"None","Holberg Suite\, Op.40 (Pr... ",Tue Apr 26 17:03:48 +0000 2022
"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque music","Gloria (Mass in B minor) ",Tue Apr 26 16:53:52 +0000 2022
"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical period","Sinfonia Concertante ... ",Tue Apr 26 16:47:28 +0000 2022
"Benjamin Britten",1913-11-22T00:00:00Z,1976-12-04T00:00:00Z,"None","The Last Rose of Summer (from Folk Song Arrangemen... ",Tue Apr 26 16:41:37 +0000 2022
"Giuseppe Verdi",1813-10-09T00:00:00Z,1901-01-27T00:00:00Z,"Romantic music","The Force of Destiny ... ",Tue Apr 26 16:31:03 +0000 2022
"Sergei Rachmaninoff",1873-04-01T00:00:00Z,1943-03-28T00:00:00Z,"Romantic music","Moments musicaux Op. 16 No. 6 in C major; Maestoso ",Tue Apr 26 16:25:50 +0000 2022
"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"None","Concerto in F minor f... ",Tue Apr 26 16:11:45 +0000 2022
"Benjamin Britten",1913-11-22T00:00:00Z,1976-12-04T00:00:00Z,"None","The Salley Gardens ",Tue Apr 26 16:06:19 +0000 2022
"Aaron Copland",1900-11-14T00:00:00Z,1990-12-02T00:00:00Z,"None","Appalachian spring: No 4... ",Tue Apr 26 16:01:23 +0000 2022
"Edvard Grieg",1843-06-15T00:00:00Z,1907-09-04T00:00:00Z,"None","Elfentanz (Lyric Pieces\, Op 12) ",Tue Apr 26 15:58:31 +0000 2022
"Edvard Grieg",1843-06-15T00:00:00Z,1907-09-04T00:00:00Z,"None","Peer Gynt Suite No 1 ",Tue Apr 26 15:43:14 +0000 2022
"George Gershwin",1898-09-26T00:00:00Z,1937-07-11T00:00:00Z,"None","The Man I Love\, from ... ",Tue Apr 26 15:35:10 +0000 2022
"Giuseppe Verdi",1813-10-09T00:00:00Z,1901-01-27T00:00:00Z,"Romantic music","Messa da Requiem ",Tue Apr 26 14:02:10 +0000 2022
"Henry Purcell",1659-09-10T00:00:00Z,1695-11-21T00:00:00Z,"Baroque music","Chacony in G minor Z. 730 ",Tue Apr 26 13:54:56 +0000 2022
"Robert Schumann",1810-06-08T00:00:00Z,1856-07-29T00:00:00Z,"None","Arabesque in C\, Op.18 ",Tue Apr 26 13:46:48 +0000 2022
"Augusta Holmès",1847-12-16T00:00:00Z,1903-01-28T00:00:00Z,"Romantic music","Allegro Ferroce ",Tue Apr 26 13:36:59 +0000 2022
"Giovanni Battista Pergolesi",1710-01-04T00:00:00Z,1736-03-16T00:00:00Z,"Baroque music","In qual funesto - Ess... ",Tue Apr 26 13:33:22 +0000 2022
"Felix Mendelssohn",1809-02-03T00:00:00Z,1847-11-04T00:00:00Z,"Romantic music","String Quartet No.1 in E flat\, Op.12 ",Tue Apr 26 13:06:34 +0000 2022
"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical period","Overture to The Marri... ",Tue Apr 26 13:00:56 +0000 2022
"Gabriel Fauré",1845-05-12T00:00:00Z,1924-11-04T00:00:00Z,"Romantic music","Piano Quartet in G minor Op.45 ",Tue Apr 26 12:26:01 +0000 2022
"Camille Saint-Saëns",1835-10-09T00:00:00Z,1921-12-16T00:00:00Z,"western classical music","Tarentelle in A minor Op 6 for piano\, flute and clarinet ",Tue Apr 26 12:16:07 +0000 2022
"Camille Saint-Saëns",1835-10-09T00:00:00Z,1921-12-16T00:00:00Z,"western classical music","Caprice sur des airs danois et Russes for piano\, flu... ",Tue Apr 26 12:04:15 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic music","Sonata No 1 in G major\, Op 78 ",Tue Apr 26 11:31:42 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic music","Concerto No 1 in D mi... ",Tue Apr 26 11:15:56 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic music","Geistliches Lied\, Op 30 ",Tue Apr 26 11:08:36 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic music","Regenlied\, Op 59 No 3 ",Tue Apr 26 11:01:08 +0000 2022
"Ottorino Respighi",1879-06-09T00:00:00Z,1936-04-18T00:00:00Z,"None","Tarantella puro sangu... ",Tue Apr 26 10:53:03 +0000 2022
"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque music","Prelude and fugue from Das Wohltemperierte... ",Tue Apr 26 10:47:57 +0000 2022
"George Frideric Handel",1685-03-05T00:00:00Z,1759-04-14T00:00:00Z,"Baroque music","A dispetto d'un volto... ",Tue Apr 26 10:42:27 +0000 2022
"Charlotte Sohy",1887-07-07T00:00:00Z,1955-12-19T00:00:00Z,"western classical music","String quartet No 1\, Op 25 (2nd mvt) ",Tue Apr 26 10:33:27 +0000 2022
"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical period","Rondo in D major\, K 382 ",Tue Apr 26 10:22:28 +0000 2022
"Friedrich Kuhlau",1786-09-11T00:00:00Z,1832-03-12T00:00:00Z,"None","Trio in G major\, Op 1... ",Tue Apr 26 10:16:17 +0000 2022
"Gaute Storaas",1959-08-20T00:00:00Z,None,"None","A Nordic Year ",Tue Apr 26 10:11:16 +0000 2022
"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical period","Wind Octet in E flat maj... ",Tue Apr 26 10:06:39 +0000 2022
"Johan Svendsen",1840-09-30T00:00:00Z,1911-06-14T00:00:00Z,"None","Festival Polonaise\, Op 12 ",Tue Apr 26 09:57:33 +0000 2022
"Franz Liszt",1811-10-22T00:00:00Z,1886-07-31T00:00:00Z,"Romantic music","Liebesträume S.541 (no.3 in A flat major) ",Tue Apr 26 09:50:41 +0000 2022
"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical period","Serenade in B flat major\, K 361\, 'Gran Part... ",Tue Apr 26 09:46:31 +0000 2022
"Steve Reich",1936-10-03T00:00:00Z,None,"None","Music for 18 Musicians (Pulses) ",Tue Apr 26 09:42:01 +0000 2022
"Gustav Holst",1874-09-21T00:00:00Z,1934-05-25T00:00:00Z,"None","St Paul's Suite Op 29`2 (Finale) ",Tue Apr 26 09:38:51 +0000 2022
"Richard Strauss",1866-06-11T00:00:00Z,1949-09-08T00:00:00Z,"None","Suite in B flat major... ",Tue Apr 26 09:34:45 +0000 2022
"Niccolò Paganini",1784-02-18T00:00:00Z,1840-05-17T00:00:00Z,"None","Violin Concerto No. 1... ",Tue Apr 26 09:21:43 +0000 2022
"Arthur Sullivan",1842-05-13T00:00:00Z,1900-11-22T00:00:00Z,"None","Sweet Day ",Tue Apr 26 09:17:58 +0000 2022
"Aaron Copland",1900-11-14T00:00:00Z,1990-12-02T00:00:00Z,"None","Morning on the Ranch ... ",Tue Apr 26 09:12:06 +0000 2022
"George Frideric Handel",1685-03-05T00:00:00Z,1759-04-14T00:00:00Z,"Baroque music","Organ Concerto in F m... ",Tue Apr 26 08:56:03 +0000 2022
"Louis-Claude Daquin",1694-07-04T00:00:00Z,1772-06-15T00:00:00Z,"Baroque music","Le Coucou (Suite No 3 in E minor) ",Tue Apr 26 08:54:10 +0000 2022
"Sergei Prokofiev",1891-03-23T00:00:00Z,1953-03-05T00:00:00Z,"None","Sinfonietta in A majo... ",Tue Apr 26 08:47:49 +0000 2022
"Akenya",None,None,"None","Bobo's Blues (from Fear the Lamb) akenyamusic\, ",Tue Apr 26 08:42:13 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic music","Intermezzo in A\, op. 118 No. 2 ",Tue Apr 26 08:35:49 +0000 2022
"André Grétry",1741-02-08T00:00:00Z,1813-09-14T00:00:00Z,"western classical music","Guillaume Tell - Overture ",Tue Apr 26 08:28:31 +0000 2022
"Antonio Vivaldi",1678-03-04T00:00:00Z,1741-07-28T00:00:00Z,"Baroque music","Concerto in C major R... ",Tue Apr 26 08:17:49 +0000 2022
"Franz Doppler",1821-10-16T00:00:00Z,1883-07-27T00:00:00Z,"None","Rondo\, Op 25 No 2 ",Tue Apr 26 08:12:17 +0000 2022
"Ēriks Ešenvalds",1977-01-26T00:00:00Z,None,"None","Stars ",Tue Apr 26 08:06:54 +0000 2022
"Joaquín Rodrigo",1901-11-22T00:00:00Z,1999-07-06T00:00:00Z,"None","Canario (Fantasía par... ",Tue Apr 26 08:00:52 +0000 2022
"Joseph Haydn",1732-03-31T00:00:00Z,1809-05-31T00:00:00Z,"classicism","Notturno no.5 in C major\, H.2.29 ",Tue Apr 26 07:53:48 +0000 2022
"Richard Strauss",1866-06-11T00:00:00Z,1949-09-08T00:00:00Z,"None","Romanze in F major ",Tue Apr 26 07:44:37 +0000 2022
"Ethel Smyth",1858-04-22T00:00:00Z,1944-05-08T00:00:00Z,"None","The Wreckers (Overture) ",Tue Apr 26 07:34:11 +0000 2022
"Jimmy Giuffre",None,None,"None","Four Brothers ",Tue Apr 26 07:26:49 +0000 2022
"Dora Pejačević",1885-09-10T00:00:00Z,1923-03-05T00:00:00Z,"None","Piano Concerto in G m... ",Tue Apr 26 07:18:07 +0000 2022
"Giovanni da Palestrina",1520-01-01T00:00:00Z,1594-02-02T00:00:00Z,"None","Beata Barbara - motet... ",Tue Apr 26 07:08:51 +0000 2022
"Sergei Prokofiev",1891-03-23T00:00:00Z,1953-03-05T00:00:00Z,"None","Symphony No 1 in D ma... ",Tue Apr 26 07:04:02 +0000 2022
"Trad.",None,None,"None","A Morning Raga ",Tue Apr 26 06:54:29 +0000 2022
"Maurice Ravel",1875-03-01T00:00:00Z,1937-12-28T00:00:00Z,"impressionism in music","Introduction and Allegro ",Tue Apr 26 06:43:15 +0000 2022
"Frédéric Chopin",1810-02-22T00:00:00Z,1849-10-17T00:00:00Z,"western classical music","Andante spianato &amp; Grande Polonaise\, Op. 22 ",Tue Apr 26 06:38:34 +0000 2022
"Samuel Coleridge-Taylor",1875-08-15T00:00:00Z,1912-09-01T00:00:00Z,"None","Four Characteristic W... ",Tue Apr 26 06:32:49 +0000 2022
"Hildur Guðnadóttir",1982-09-04T00:00:00Z,None,"None","Fólk fær andlit hildurness\, ",Tue Apr 26 06:25:00 +0000 2022
"Pyotr Ilyich Tchaikovsky",1840-05-07T00:00:00Z,1893-11-06T00:00:00Z,"None","Serenade for Strings\,... ",Tue Apr 26 06:19:31 +0000 2022
"Josef Suk",1874-01-04T00:00:00Z,1935-05-29T00:00:00Z,"None","Meditation on the Old Czech Chorale 'St Wenceslas'\, Op.35a ",Tue Apr 26 06:11:27 +0000 2022
"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical period","Rondo in D major K.485 for piano ",Tue Apr 26 06:03:47 +0000 2022
"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque music","Mass in B minor\, BWV ... ",Tue Apr 26 05:55:53 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"None","Piano Quintet in A ma... ",Tue Apr 26 05:35:40 +0000 2022
"Francis Poulenc",1899-01-07T00:00:00Z,1963-01-30T00:00:00Z,"western classical music","Stabat Mater\, FP 148:... ",Tue Apr 26 05:32:17 +0000 2022
"Francesco Durante",1684-03-13T00:00:00Z,1755-08-13T00:00:00Z,"Baroque music","Concerto per quartetto for strings No 5 in A major ",Tue Apr 26 05:22:01 +0000 2022
"John Cage",1912-09-05T00:00:00Z,1992-08-02T00:00:00Z,"Fluxus","In a Landscape ",Tue Apr 26 05:11:25 +0000 2022
"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical period","Flute Quartet no 4 in... ",Tue Apr 26 04:59:08 +0000 2022
"Antonio Vivaldi",1678-03-04T00:00:00Z,1741-07-28T00:00:00Z,"Baroque music","Nisi Dominus ",Tue Apr 26 04:38:48 +0000 2022
"Edvard Grieg",1843-06-15T00:00:00Z,1907-09-04T00:00:00Z,"None","Selected Lyric Pieces - March of the Trolls (Op.54 No.3) ",Tue Apr 26 04:15:47 +0000 2022
"Johan Halvorsen",1864-03-15T00:00:00Z,1935-12-04T00:00:00Z,"None","Norwegian Rhapsody No... ",Tue Apr 26 04:03:20 +0000 2022
"Edward Elgar",1857-06-02T00:00:00Z,1934-02-23T00:00:00Z,"None","4 Choral Songs\, Op 53 ",Tue Apr 26 03:48:22 +0000 2022
"Johann Jakob Froberger",1616-05-28T00:00:00Z,1667-05-16T00:00:00Z,"Baroque music","Toccata V ",Tue Apr 26 03:41:59 +0000 2022
"William Babell or (Babel)",1690-01-01T00:00:00Z,1723-09-23T00:00:00Z,"Baroque music","Violin Sonata No. 1 in B flat ",Tue Apr 26 03:35:19 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"None","Hungarian Melody in B minor\, D 817 ",Tue Apr 26 03:30:48 +0000 2022
"Nikolai Rimsky-Korsakov",1844-03-18T00:00:00Z,1908-06-21T00:00:00Z,"None","The Three Wonders fro... ",Tue Apr 26 03:23:21 +0000 2022
"Alessandro Scarlatti",1660-05-02T00:00:00Z,1725-10-24T00:00:00Z,"Baroque music","Sonata no 3 in C minor ",Tue Apr 26 03:13:08 +0000 2022
"Jenő Hubay",1858-09-15T00:00:00Z,1937-03-12T00:00:00Z,"None","Preghiera for violin and piano ",Tue Apr 26 03:08:18 +0000 2022
"Jean Sibelius",1865-12-08T00:00:00Z,1957-09-20T00:00:00Z,"None","The Swan of Tuonela (... ",Tue Apr 26 02:57:59 +0000 2022
"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical period","32 Variations for Piano in C minor (Wo0.80) ",Tue Apr 26 02:46:28 +0000 2022
"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical period","Duet: Fra gli ampless... ",Tue Apr 26 02:39:47 +0000 2022
"Johan Helmich Roman",1694-10-26T00:00:00Z,1758-11-20T00:00:00Z,"Baroque music","Symphonia No 20 in E minor ",Tue Apr 26 02:31:10 +0000 2022
"Trad.",None,None,"None","Astri mi Astri ",Tue Apr 26 02:26:36 +0000 2022
"Krzysztof Penderecki",1933-11-23T00:00:00Z,2020-03-29T00:00:00Z,"None","Concerto Grosso for T... ",Tue Apr 26 01:51:20 +0000 2022
"Vladimír Godár",1956-03-16T00:00:00Z,None,"None","Lyric Cantata ",Tue Apr 26 01:31:07 +0000 2022
"Erich Wolfgang Korngold",1897-05-29T00:00:00Z,1957-11-29T00:00:00Z,"None","Piano Quintet in E major ",Tue Apr 26 00:58:33 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic music","Symphony no 4 in E mi... ",Tue Apr 26 00:17:15 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic music","Symphony no 2 in D\, Op 73 ",Mon Apr 25 23:31:14 +0000 2022
"June Tabor",None,None,"None","Maybe then I'll be a rose ",Mon Apr 25 23:25:51 +0000 2022
"Hildegard von Bingen",None,None,"None","Ave generosa ",Mon Apr 25 23:18:58 +0000 2022
"Chloë March",None,None,"None","Glistren chloejmarch",Mon Apr 25 23:14:10 +0000 2022
"Judd Greenstein",1979-01-01T00:00:00Z,None,"None","The Night Gatherers ",Mon Apr 25 23:00:46 +0000 2022
"Harold Budd",1936-05-24T00:00:00Z,2020-12-08T00:00:00Z,"None","A Stream With Bright Fish  ",Mon Apr 25 22:56:58 +0000 2022
"George Frideric Handel",1685-03-05T00:00:00Z,1759-04-14T00:00:00Z,"Baroque music","Pena tiranna (Amadigi... ",Mon Apr 25 22:49:53 +0000 2022
