"Robert Kajanus",1856-12-02T00:00:00Z,1933-07-06T00:00:00Z,"Romantic","Finnish Rhapsody No 1 ",Thu May 12 03:59:07 +0000 2022
"Felix Mendelssohn",1809-02-03T00:00:00Z,1847-11-04T00:00:00Z,"Romantic","4 songs from Im Grünen\, O... ",Thu May 12 03:49:52 +0000 2022
"Frédéric Chopin",1810-02-22T00:00:00Z,1849-10-17T00:00:00Z,"Romantic","Ballade for piano no. 1 (Op.23) in G minor ",Thu May 12 03:39:59 +0000 2022
"Jean-Baptiste-Maurice Quinault",1687-09-09T00:00:00Z,1745-08-30T00:00:00Z,"Baroque","Overture and Dances - from the Comedy 'L... ",Thu May 12 03:31:08 +0000 2022
"Joseph Haydn",1732-03-31T00:00:00Z,1809-05-31T00:00:00Z,"Classical","Divertimento in C maj... ",Thu May 12 03:20:53 +0000 2022
"Armas Järnefelt",1869-08-14T00:00:00Z,1958-06-23T00:00:00Z,"Modernism","Kanteletar ",Thu May 12 03:14:45 +0000 2022
"Johann Hermann Schein",1586-01-20T00:00:00Z,1630-11-19T00:00:00Z,"Baroque","No.26 Canzon for 5 in... ",Thu May 12 03:10:11 +0000 2022
"Alexis Contant",1858-11-12T00:00:00Z,1918-11-28T00:00:00Z,"Romantic","Les Deux Ames - overture ",Thu May 12 03:00:41 +0000 2022
"Pyotr Ilyich Tchaikovsky",1840-05-07T00:00:00Z,1893-11-06T00:00:00Z,"Romantic","The Nutcracker Suite ",Thu May 12 02:52:20 +0000 2022
"Carl Philipp Emanuel Bach",1714-03-08T00:00:00Z,1788-12-14T00:00:00Z,"Classical","Flute Sonata in G maj... ",Thu May 12 02:44:39 +0000 2022
"Constantin Silvestri",1913-06-13T00:00:00Z,1969-02-23T00:00:00Z,"Modernism","Three Pieces for Stri... ",Thu May 12 02:33:19 +0000 2022
"Karol Szymanowski",1882-10-03T00:00:00Z,1937-03-29T00:00:00Z,"Modernism","Piano Sonata No.3 (Op.36) ",Thu May 12 02:13:10 +0000 2022
"Jan Dismas Zelenka",1679-10-16T00:00:00Z,1745-12-23T00:00:00Z,"Baroque","Missa Dei filii ",Thu May 12 01:31:17 +0000 2022
"Ottorino Respighi",1879-06-09T00:00:00Z,1936-04-18T00:00:00Z,"Modernism","Trittico Botticelliano ",Thu May 12 01:08:26 +0000 2022
"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical","Piano Sonata No.23 in F minor (Op.57) \"Appassio... ",Thu May 12 00:42:45 +0000 2022
"Antonín Dvořák",1841-09-08T00:00:00Z,1904-05-01T00:00:00Z,"Romantic","Piano Quintet in A\, o... ",Thu May 12 00:03:43 +0000 2022
"Felix Mendelssohn",1809-02-03T00:00:00Z,1847-11-04T00:00:00Z,"Romantic","String Quintet in B f... ",Wed May 11 23:31:27 +0000 2022
"Ye Vagabhonds",None,None,"None","Tuaim &gt; Maire Bhan ",Wed May 11 23:26:16 +0000 2022
"Anna S. Þorvaldsdóttir",1977-07-11T00:00:00Z,None,"Contemporary","In the Light of Air: Existence ",Wed May 11 23:21:32 +0000 2022
"Sigismondo D'India",1582-01-01T00:00:00Z,1629-01-01T00:00:00Z,"Baroque","Ardo\, lassa\, o non ardo? ",Wed May 11 23:17:34 +0000 2022
"Ana Roxanne",None,None,"None","Take the Thorn Leave the Rose ",Wed May 11 23:12:05 +0000 2022
"Lars Petter Hagen",1975-08-02T00:00:00Z,None,"Contemporary","Sorgemarsj over Edvard Grieg ",Wed May 11 23:03:04 +0000 2022
"Flora Yin-Wong",None,None,"None","Of the Ferns PetitFlo",Wed May 11 23:00:07 +0000 2022
"Maya Youssef",None,None,"None","An Invitation to Day Dream Mayaqanun",Wed May 11 22:51:29 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Piano Sonata No. 13 in A major\, D664: 2nd mvt Andante ",Wed May 11 22:47:45 +0000 2022
"Stuart Dempster",1936-07-07T00:00:00Z,None,"Modernism","Morning Light ",Wed May 11 22:38:35 +0000 2022
"Maria Kannegaard",1970-10-06T00:00:00Z,None,"Contemporary","Min ingen ",Wed May 11 22:34:16 +0000 2022
"Fulvio Caldini",1959-01-01T00:00:00Z,None,"Contemporary","Clockwork Toccata op.68 / C ",Wed May 11 22:30:05 +0000 2022
"Richard Strauss",1866-06-11T00:00:00Z,1949-09-08T00:00:00Z,"Modernism","Die Nacht\, Op. 10 No. 3 ",Wed May 11 22:27:28 +0000 2022
"Midori Takada",1951-01-01T00:00:00Z,None,"Contemporary","Kannnon-Daji ",Wed May 11 22:21:50 +0000 2022
"MJ Cole",None,None,"None","Sonoran mjcole",Wed May 11 22:16:51 +0000 2022
"Mohammed after Hussain",None,None,"None","Harmonium ",Wed May 11 22:12:41 +0000 2022
"Owain Park",1993-11-25T00:00:00Z,None,"Contemporary","Night Prayer owainpark\, ",Wed May 11 22:08:51 +0000 2022
"Faten Kanaan",None,None,"None","Hesperides ",Wed May 11 22:04:26 +0000 2022
"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque","Goldberg Variations\, BWV988: Variation 3 a 1 Clav.... ",Wed May 11 22:03:13 +0000 2022
"Mutual Benefit",None,None,"None","Madrugada mutual_benefit",Wed May 11 22:00:29 +0000 2022
"Jean Sibelius",1865-12-08T00:00:00Z,1957-09-20T00:00:00Z,"Modernism","Symphony No 3 in C major\, Op 52 ",Wed May 11 20:29:19 +0000 2022
"Maurice Ravel",1875-03-07T00:00:00Z,1937-12-28T00:00:00Z,"Modernism","Forlane (Le tombeau de Couperin) ",Wed May 11 20:22:41 +0000 2022
"Robert Nathaniel Dett",1882-10-11T00:00:00Z,1943-10-02T00:00:00Z,"Modernism","The Ordering of Moses ",Wed May 11 19:27:28 +0000 2022
"Robert Nathaniel Dett",1882-10-11T00:00:00Z,1943-10-02T00:00:00Z,"Modernism","Inspiration Waltzes ",Wed May 11 19:19:22 +0000 2022
"Robert Nathaniel Dett",1882-10-11T00:00:00Z,1943-10-02T00:00:00Z,"Modernism","Nepenthe and the Muse ",Wed May 11 19:15:34 +0000 2022
"Robert Nathaniel Dett",1882-10-11T00:00:00Z,1943-10-02T00:00:00Z,"Modernism","Winter ",Wed May 11 19:11:44 +0000 2022
"Robert Nathaniel Dett",1882-10-11T00:00:00Z,1943-10-02T00:00:00Z,"Modernism","8 Bible vignettes: Barcarolle of tears ",Wed May 11 19:07:53 +0000 2022
"Leonard Bernstein",1918-08-25T00:00:00Z,1990-10-14T00:00:00Z,"Modernism","Symphonic dances from... ",Wed May 11 18:41:36 +0000 2022
"Charles Ives",1874-10-20T00:00:00Z,1954-05-19T00:00:00Z,"Modernism","Variations on 'America' ",Wed May 11 18:32:54 +0000 2022
"Benjamin Britten",1913-11-22T00:00:00Z,1976-12-04T00:00:00Z,"Modernism","O Waly\, Waly ",Wed May 11 18:25:50 +0000 2022
"Coope Boyes &amp; Simpson",None,None,"None","Uttoxeter Souling Song (Bonus Track) ",Wed May 11 18:24:43 +0000 2022
"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"Modernism","English Folk Song Sui... ",Wed May 11 18:21:04 +0000 2022
"Kathryn Tickell",1967-06-08T00:00:00Z,None,"Contemporary","The Wedding/Because He Was A Bonny Lad ",Wed May 11 18:17:25 +0000 2022
"Gabriel Fauré",1845-05-12T00:00:00Z,1924-11-04T00:00:00Z,"Romantic","Sicilienne (Pelléas e... ",Wed May 11 18:13:28 +0000 2022
"Franz Danzi",1763-06-15T00:00:00Z,1826-04-13T00:00:00Z,"Classical","Wind Quintet in D minor\, Op 68 No 3 (4... ",Wed May 11 18:10:16 +0000 2022
"Trad Montana",1977-01-01T00:00:00Z,None,"Contemporary","The Oak and the Ash ",Wed May 11 18:07:19 +0000 2022
"Antonín Dvořák",1841-09-08T00:00:00Z,1904-05-01T00:00:00Z,"Romantic","String Quartet No 12 in F major\, Op 96\, 'American' - 3rd m... ",Wed May 11 18:03:25 +0000 2022
"Anthony Holborne",1545-01-01T00:00:00Z,1602-11-29T00:00:00Z,"Renaissance","Muy Linda ",Wed May 11 17:55:58 +0000 2022
"Frédéric Chopin",1810-02-22T00:00:00Z,1849-10-17T00:00:00Z,"Romantic","Piano Sonata no. 3 in B Minor\, op. 58 mvt. 1... ",Wed May 11 17:45:34 +0000 2022
"Paul Dukas",1865-10-01T00:00:00Z,1935-05-17T00:00:00Z,"Romantic","The Sorcerer's Apprentice ",Wed May 11 17:33:45 +0000 2022
"Frédéric Chopin",1810-02-22T00:00:00Z,1849-10-17T00:00:00Z,"Romantic","Piano Sonata no. 3 in B Minor\, op. ... ",Wed May 11 17:31:51 +0000 2022
"Henry Purcell",1659-09-10T00:00:00Z,1695-11-21T00:00:00Z,"Baroque","An Evening Hymn ",Wed May 11 17:28:40 +0000 2022
"Owain Park",1993-11-25T00:00:00Z,None,"Contemporary","Battle Cry mvt. 1 Boudicca owainpark\, helencharlston\, ",Wed May 11 17:24:13 +0000 2022
"Barbara Strozzi",1619-08-06T00:00:00Z,1677-11-11T00:00:00Z,"Baroque","L'eraclito Amoroso ",Wed May 11 17:09:18 +0000 2022
"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical","Concerto no. 2 in D m... ",Wed May 11 17:03:44 +0000 2022
"Antonín Dvořák",1841-09-08T00:00:00Z,1904-05-01T00:00:00Z,"Romantic","String Quartet No 12 in F major\, Op 96\, 'American' (4t... ",Wed May 11 16:53:44 +0000 2022
"Claude Debussy",1862-08-22T00:00:00Z,1918-03-25T00:00:00Z,"Romantic","La Terrasse des Audiences du Clair de Lune fro... ",Wed May 11 16:45:50 +0000 2022
"Claude Debussy",1862-08-22T00:00:00Z,1918-03-25T00:00:00Z,"Romantic","La Puerta del Vino - from Préludes Book 2 ",Wed May 11 16:39:22 +0000 2022
"Tristan Murail",1947-03-11T00:00:00Z,None,"Modernism","Mémorial ",Wed May 11 16:33:38 +0000 2022
"Ben Ponniah",None,None,"None","Ra ma da sa\, sa se so... ",Wed May 11 16:22:47 +0000 2022
"Jean-Philippe Rameau",1683-09-25T00:00:00Z,1764-09-12T00:00:00Z,"Baroque","Cessé\, cruel Amour ",Wed May 11 16:10:24 +0000 2022
"Frédéric Chopin",1810-02-22T00:00:00Z,1849-10-17T00:00:00Z,"Romantic","Nocturne in C sharp minor Op. posth. ",Wed May 11 16:05:39 +0000 2022
"Johann Nepomuk Hummel",1778-09-14T00:00:00Z,1837-10-17T00:00:00Z,"Classical","Trumpet Concerto in E... ",Wed May 11 16:00:46 +0000 2022
"Benedetto Marcello",1686-07-24T00:00:00Z,1739-07-24T00:00:00Z,"Baroque","Arianna abbandonata: ... ",Wed May 11 14:53:50 +0000 2022
"Pēteris Butāns",None,None,"None","Gloria ",Wed May 11 14:48:16 +0000 2022
"Frédéric Chopin",1810-02-22T00:00:00Z,1849-10-17T00:00:00Z,"Romantic","Nocturne in C minor\, op. 48/1 ",Wed May 11 14:41:00 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Allegretto in C minor\, D. 915 ",Wed May 11 14:35:01 +0000 2022
"Levko Revuzkij",None,None,"None","Symphony No. 2 in E\, ... ",Wed May 11 14:01:55 +0000 2022
"Robert Schumann",1810-06-08T00:00:00Z,1856-07-29T00:00:00Z,"Romantic","Kind im Einschlummern\, from 'Kinderszenen\, op. 15' ",Wed May 11 13:56:13 +0000 2022
"Antonín Dvořák",1841-09-08T00:00:00Z,1904-05-01T00:00:00Z,"Romantic","The Water Goblin [Vodnik] (Op... ",Wed May 11 13:35:20 +0000 2022
"Aleksandr Shymko",1977-01-01T00:00:00Z,None,"Contemporary","Hymn to solitude ",Wed May 11 13:15:23 +0000 2022
"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque","Hommage à J. S. B. ",Wed May 11 13:07:57 +0000 2022
"Grażyna Bacewicz",1909-02-05T00:00:00Z,1969-01-17T00:00:00Z,"Modernism","Overture ",Wed May 11 13:01:09 +0000 2022
"Clara Schumanan",1819-09-13T00:00:00Z,1896-05-20T00:00:00Z,"Romantic","Ich stand in dunklen ... ",Wed May 11 12:55:49 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic","Rondo alla Zingarese ... ",Wed May 11 12:46:58 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Dithyrambe D.801 ",Wed May 11 12:43:10 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Der Winterabend D.938 ",Wed May 11 12:35:50 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Auf der Bruck D.853 ",Wed May 11 12:31:51 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Drang in die Ferne D.770 ",Wed May 11 12:28:21 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Schwanengesang D.744 ",Wed May 11 12:25:40 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Herbst D.945 ",Wed May 11 12:21:47 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Im Freien D.880 ",Wed May 11 12:16:30 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Der Unglückliche D.713 ",Wed May 11 12:10:25 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Lied des Florio D.857 no.2 ",Wed May 11 12:07:41 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","Die Gebüsche D.646 ",Wed May 11 12:04:39 +0000 2022
"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"Modernism","Valiant for Truth ",Wed May 11 11:53:00 +0000 2022
"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"Modernism","Job - A Masque for Da... ",Wed May 11 11:40:08 +0000 2022
"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"Modernism","Riders to the Sea (Th... ",Wed May 11 11:29:45 +0000 2022
"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"Modernism","Riders to the Sea (Wh... ",Wed May 11 11:17:38 +0000 2022
"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"Modernism","The Pilgrim's Progres... ",Wed May 11 11:05:35 +0000 2022
"Ralph Vaughan Williams",1872-10-12T00:00:00Z,1958-08-26T00:00:00Z,"Modernism","In Windsor Forest (Fa... ",Wed May 11 11:00:46 +0000 2022
"Francesco Molino",1768-06-04T00:00:00Z,1847-01-01T00:00:00Z,"Classical","3 Duos Op.16 (no.3) ",Wed May 11 10:46:41 +0000 2022
"Lucy Walker",None,None,"None","Intuition (Italian version) lucywalkermusic\, bbcsingers\, ",Wed May 11 10:38:16 +0000 2022
"Hector Berlioz",1803-12-11T00:00:00Z,1869-03-08T00:00:00Z,"Romantic","Waverley ",Wed May 11 10:22:27 +0000 2022
"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical","Piano Concerto No 3 i... ",Wed May 11 10:12:45 +0000 2022
"Caroline Shaw",1982-08-01T00:00:00Z,None,"Contemporary","How Do I Find You ",Wed May 11 10:06:41 +0000 2022
"Franz Schubert",1797-01-31T00:00:00Z,1828-11-19T00:00:00Z,"Romantic","String Quartet No. 14 in D Minor\, D.810 'Death and the Maiden' - 4... ",Wed May 11 09:56:34 +0000 2022
"François Couperin",1668-12-10T00:00:00Z,1733-10-11T00:00:00Z,"Baroque","Le Tic-Toc-Choc (Ordre no.18) ",Wed May 11 09:47:21 +0000 2022
"Maurice Ravel",1875-03-07T00:00:00Z,1937-12-28T00:00:00Z,"Modernism","Five O'Clock Foxtrot orch Palmer ... ",Wed May 11 09:42:59 +0000 2022
"John Dowland",1563-01-12T00:00:00Z,1626-02-01T00:00:00Z,"Baroque","Time stands still ",Wed May 11 09:38:20 +0000 2022
"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical","Symphony No 8 in F ma... ",Wed May 11 09:34:31 +0000 2022
"Arvo Pärt",1935-09-11T00:00:00Z,None,"Modernism","Fratres ",Wed May 11 09:21:37 +0000 2022
"George Gershwin",1898-09-26T00:00:00Z,1937-07-11T00:00:00Z,"Modernism","Lorelei ",Wed May 11 09:17:11 +0000 2022
"Frédéric Chopin",1810-02-22T00:00:00Z,1849-10-17T00:00:00Z,"Romantic","Nocturne in E flat major\, Op.9 no.2 ",Wed May 11 09:10:17 +0000 2022
"William Byrd",1543-01-01T00:00:00Z,1623-07-04T00:00:00Z,"Renaissance","Vigilate ",Wed May 11 09:06:21 +0000 2022
"Jean Sibelius",1865-12-08T00:00:00Z,1957-09-20T00:00:00Z,"Modernism","Karelia (Overture Op.10) ",Wed May 11 08:57:20 +0000 2022
"Hannah Peel",None,None,"None","Sunrise through the Dusty Nebula hanpeel\, ",Wed May 11 08:51:24 +0000 2022
"Antonio Vivaldi",1678-03-04T00:00:00Z,1741-07-28T00:00:00Z,"Baroque","Flautino Concerto in ... ",Wed May 11 08:37:21 +0000 2022
"Robert Nathaniel Dett",1882-10-11T00:00:00Z,1943-10-02T00:00:00Z,"Modernism","Listen To The Lambs ",Wed May 11 08:31:21 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic","Sonata for clarinet or v... ",Wed May 11 08:24:58 +0000 2022
"Joseph Haydn",1732-03-31T00:00:00Z,1809-05-31T00:00:00Z,"Classical","Symphony No 101 in D ... ",Wed May 11 08:14:58 +0000 2022
"Johannes Brahms",1833-05-07T00:00:00Z,1897-04-03T00:00:00Z,"Romantic","Violin Concerto in D ... ",Wed May 11 07:53:03 +0000 2022
"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque","Orchestral Suite No 2... ",Wed May 11 07:50:57 +0000 2022
"John Orlando Parry",1810-01-03T00:00:00Z,1879-02-20T00:00:00Z,"Romantic","The Flying Dutchman ",Wed May 11 07:45:56 +0000 2022
"Arthur Sullivan",1842-05-13T00:00:00Z,1900-11-22T00:00:00Z,"Romantic","Bourrée; Waltz (The M... ",Wed May 11 07:36:14 +0000 2022
"Trad Montana",1977-01-01T00:00:00Z,None,"Contemporary","Lovely Joan ",Wed May 11 07:32:52 +0000 2022
"Antonio Salieri",1750-08-19T00:00:00Z,1825-05-07T00:00:00Z,"Romantic","Habsburg: Ouverture ",Wed May 11 07:25:45 +0000 2022
"William Grant Still",1895-05-11T00:00:00Z,1978-12-03T00:00:00Z,"Modernism","Symphony no. 1 (Afro-... ",Wed May 11 07:17:12 +0000 2022
"Fanny Mendelssohn",1805-11-14T00:00:00Z,1847-05-14T00:00:00Z,"Romantic","6 Character pieces (No.5) ",Wed May 11 07:10:32 +0000 2022
"Ludwig van Beethoven",1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,"Classical","Twelve German Dances\,... ",Wed May 11 07:04:09 +0000 2022
"York Bowen",1884-02-22T00:00:00Z,1961-11-23T00:00:00Z,"Modernism","Concert study no.2 in F major ",Wed May 11 06:56:52 +0000 2022
"Alexander Mackenzie",1847-08-22T00:00:00Z,1935-04-28T00:00:00Z,"Romantic","Burns [Scottish rhaps... ",Wed May 11 06:50:27 +0000 2022
"Calum Stewart",1982-01-01T00:00:00Z,None,"Contemporary","Ca' the Yowes ",Wed May 11 06:47:06 +0000 2022
"Francisco Guerrero",1528-10-04T00:00:00Z,1599-11-08T00:00:00Z,"Renaissance","Maria Magdalene ",Wed May 11 06:38:57 +0000 2022
"Edvard Grieg",1843-06-15T00:00:00Z,1907-09-04T00:00:00Z,"Romantic","Morning (Peer Gynt Su... ",Wed May 11 06:33:44 +0000 2022
"Luigi Boccherini",1743-02-19T00:00:00Z,1805-05-28T00:00:00Z,"Classical","Guitar Quintet in D major... ",Wed May 11 06:25:56 +0000 2022
"George Frideric Handel",1685-03-05T00:00:00Z,1759-04-14T00:00:00Z,"Baroque","The Arrival of the Qu... ",Wed May 11 06:22:07 +0000 2022
"Judith Weir",1954-05-11T00:00:00Z,None,"Contemporary","All the ends of the e... ",Wed May 11 06:11:37 +0000 2022
"Jaromír Weinberger",1896-01-08T00:00:00Z,1967-08-08T00:00:00Z,"Modernism","Schwanda the Bagpiper... ",Wed May 11 06:05:00 +0000 2022
"Johann Sebastian Bach",1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,"Baroque","Concerto in D minor f... ",Wed May 11 05:52:59 +0000 2022
"Trad Montana",1977-01-01T00:00:00Z,None,"Contemporary","A Farmer's son so swe... ",Wed May 11 05:50:35 +0000 2022
"Geoffrey Burgon",1941-07-15T00:00:00Z,2010-09-21T00:00:00Z,"Contemporary","The Calm GeoffreyBurgon1\, ",Wed May 11 05:44:39 +0000 2022
"Frédéric Chopin",1810-02-22T00:00:00Z,1849-10-17T00:00:00Z,"Romantic","Ballade No 4 in F minor\, Op 52 ",Wed May 11 05:32:31 +0000 2022
"Claude Debussy",1862-08-22T00:00:00Z,1918-03-25T00:00:00Z,"Romantic","Khamma\, legende dansee ",Wed May 11 05:08:45 +0000 2022
"Wolfgang Amadeus Mozart",1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,"Classical","Reminiscences on Moza... ",Wed May 11 04:56:18 +0000 2022
"Giovanni Battista Ferrandini",1709-10-12T00:00:00Z,1791-11-25T00:00:00Z,"Baroque","Il Pianto di Maria\, c... ",Wed May 11 04:30:51 +0000 2022
"Dmitri Shostakovich",1906-09-25T00:00:00Z,1975-08-09T00:00:00Z,"Modernism","7 Dances of the Dolls\, Op 91b ",Wed May 11 04:19:04 +0000 2022
"Erik Satie",1866-05-17T00:00:00Z,1925-06-01T00:00:00Z,"Romantic","Jack-in-the-box pantomime ",Wed May 11 04:12:38 +0000 2022
"Claudin de Sermisy",1490-01-01T00:00:00Z,1562-10-13T00:00:00Z,"Renaissance","5 Chansons (Paris 1528-1538) ",Wed May 11 04:02:42 +0000 2022
